"year","ff203a","ff203b","ff207a","ff207b","ff222a","ff222b","ff225a","ff225b","ff251a","ff253a","ff253c","ff256a","ff256b","ff259a","ff259b"
1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0371801221687,1.05372726087177
1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02557682712651,1.01888245002136
1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963535892159243,0.966924155816219
1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947736556638145,0.972203345637258
1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938059556250244,1.04594085936343
1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951603848989558,0.864800792481031
1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980908888018106,0.956960278347099
1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940761391547426,0.851898935353606
1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05278871760689,1.06207751827693
1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.056284159974,1.2085901333027
1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936784702501677,1.18958343053143
1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971889212549186,1.11895428102943
1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910383474187988,1.00762869642262
1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87619188445535,0.719027421935126
1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883389824026541,0.793271998838395
1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899206580701546,0.835724362599422
1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931640504344998,0.732282645712426
1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766499738917964
1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04662984766465
1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909533036549487
1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677187006520254
1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.810699964446751
1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782849581635003
1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06750353348766
1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927209215754929
1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02697861133543
1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94670012291477
1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823039427853671
1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814200379686179
